n,ratio
1,1.0065085287657136
2,0.9975510321491748
3,0.8815810586809163
4,0.8394630723320823
5,1.0300254127765722
6,1.118590332776918
7,0.9795665313267425
8,1.0389862791884201
9,1.0230842344510198
10,1.2052694120479717
11,1.1601162924439345
12,1.029267424447608
13,0.9785398882179632
14,1.0201000144891155
15,0.972809313618596
16,1.0957633422145632
17,0.9525311424771952
18,0.9695115836915006
19,1.1548634281872527
20,0.9991969642745456
21,1.0361510447630957
22,0.9107808379725146
23,0.8978783187693946
24,1.058137965140057
25,0.8556792594977307
26,1.071923159255783
27,1.1499803536748525
28,0.8920561957735258
29,0.8720305722521443
30,0.8522326992346868
31,0.8700756204059369
32,0.9893020546732255
33,1.037557251194828
34,1.221725491487905
35,1.2389602171914165
36,0.8810798949855596
37,0.8734023315250823
38,1.0556670822364462
39,1.1027664394752446
40,1.11686511578435
41,0.9932407063848235
42,0.835697643330278
43,0.8985502240272453
44,1.0801505815990449
45,0.8220297646707977
46,0.9157662187314134
47,1.0681078140453464
48,0.9993259447489944
49,0.9084700705113212
50,0.9242997090696707
51,1.1555255110980167
52,0.9787950325336203
53,0.9912121777936393
54,0.9970259116457484
55,1.0671377614150828
56,0.8534608682881861
57,0.9302345073065147
58,0.9893313035785906
59,0.8696971470808246
60,0.842731453270772
61,1.0457247608612419
62,1.1251760860514113
63,1.038738292035499
64,1.1442566487771613
65,1.1852855383900631
66,1.071195407238976
67,1.0567143983050566
68,0.8723868021788215
69,0.942823545092998
70,0.9116604231165691
71,0.9388219772148672
72,0.9228767133993814
73,0.8930304531605016
74,0.9910214229026456
75,0.9784127531628798
76,0.9589902704813241
77,1.234679826957587
78,1.0349698146365858
79,0.905112870571863
80,0.8752969215606091
81,0.8360782975861303
82,1.0676949981704
83,0.927692549373135
84,1.1477073849333204
85,1.017190154437344
86,1.017986136722997
87,1.0550533124136063
88,0.9137988841116843
89,1.061842546868589
90,1.0622449167546006
91,1.0615631007873099
92,1.0296934883845847
93,0.8360127132412675
94,0.9612211559693804
95,1.0058606869464968
96,0.8813188736738983
97,0.948998373609659
98,1.047117953880355
99,0.9157523541408192
100,1.040790345964365
101,1.317170313977123
102,1.094016915570514
103,0.9511743842194461
104,0.843183291556341
105,1.0370704059347189
106,1.0673800378469191
107,1.0181052071280952
108,1.0076542232226293
109,1.312430872825307
110,0.8918670716465573
111,0.9372007032061446
112,1.1370811551718696
113,0.9405855395359755
114,0.9838153303787577
115,0.9855692918961827
116,0.9615447858882296
117,0.963138504155444
118,0.9023369245117576
119,1.2153182070068527
120,1.029515980485139
121,1.2441714369685781
122,0.946108762226928
123,0.8788206831803443
124,0.9621976594096487
125,1.0353914884259312
126,0.9927703305640485
127,1.1216034934514756
128,0.8104122955057323
129,1.0919510472596703
130,1.1057178248283743
131,0.9351210308953193
132,0.9825460014872672
133,0.9768850232358548
134,0.8820680865004275
135,1.0144237042146786
136,0.9897937663795219
137,0.9258946562354274
138,1.0206775564062873
139,0.7812140535377614
140,0.8284689267399992
141,1.115541705866435
142,0.9939629252691943
143,0.966562758128514
144,0.8407748339620217
145,1.0651344356016836
146,1.0906922440478417
147,0.8408903869251165
148,1.0911272648069401
149,0.8779559311393278
150,1.1578611649081878
151,0.9155424888931295
152,0.9715845349355496
153,1.2504131026899439
154,1.1389857297806552
155,0.863436371283779
156,1.091550429188357
157,0.9452689791861252
158,1.081617611604105
159,1.0436120259961352
160,1.1252143310410774
161,0.9264186349708148
162,0.957973680012574
163,1.1201569161957619
164,1.0271420586540485
165,0.846052403480353
166,1.1003655833626862
167,0.8936548512832856
168,0.9783576550356669
169,1.1752368960089552
170,1.0581746479719418
171,1.042213365743464
172,0.9496583585652179
173,0.9791419671496849
174,0.955562671947183
175,1.0269467953893188
176,0.8216822960844117
177,0.9520225939842748
178,0.9322673537531965
179,1.0247960265196703
180,1.1144072364658582
181,0.9301490701425571
182,0.8585639621230579
183,1.0371516093808104
184,1.0809834412251105
185,0.9784664065276185
186,1.1560510236243164
187,0.9240978484015138
188,1.113596695744212
189,1.0775871702026996
190,0.9917962611308289
191,1.0031934437964343
192,1.0439257458702214
193,1.0541561909420114
194,1.128624722922336
195,0.8814978196817173
196,0.9018420301275385
197,0.8918618254642772
198,0.9187316606208097
199,0.9680343516817137
200,0.8621054360318411
201,0.9058245043830857
202,1.020249265651841
203,0.9267462852636977
204,1.0454484944660183
205,0.9439452454386151
206,1.1076532325051207
207,1.037559913599485
208,0.9604387663449961
209,0.8426447425558631
210,1.0666618729310606
211,1.0106072250077884
212,0.9053818539236278
213,0.9289779812194257
214,0.8837728386500886
215,1.2044425950273667
216,1.0156978622449333
217,0.9956268797620427
218,1.0461967845211557
219,0.9031108518372268
220,1.051618591719561
221,1.0613867574692868
222,1.0210862378286767
223,1.2511254939110528
224,0.8737031671931798
225,1.1111804879235252
226,0.8784959155087944
227,1.01552950397357
228,1.012479344601614
229,0.8426142117221167
230,0.8661970482347938
231,1.1187243206824555
232,0.8779675487285625
233,0.9673917892840098
234,1.1525328905993084
235,0.9696454515452749
236,0.9860354805249135
237,1.0785406278339025
238,0.9015206103803654
239,1.020152775720717
240,1.0325738009558572
241,0.8500053209328694
242,0.9437968418339795
243,0.8374918529013659
244,1.0225487501124513
245,0.9546832328654838
246,1.0009713302370946
247,0.942145498659554
248,0.9528208415858037
249,0.8673944087983889
250,0.8747463732170989
251,1.005963059189211
252,1.0076113942648128
253,0.9102735675206968
254,0.821872577936229
255,0.916704828974586
256,1.119543047781724
257,0.9453335451621917
258,1.1442623386779627
259,1.0957945131690856
260,1.0327181310064877
261,0.8452867128109226
262,1.140522494125764
263,1.153480618353229
264,1.1093279784000387
265,0.9993043094481213
266,1.159404469640761
267,1.0363616702735328
268,0.8798698289233624
269,1.1801576888579628
270,1.1027783825767294
271,1.0578965474490105
272,1.052359285331511
273,0.9124074335856147
274,0.9148727015916122
275,0.7928602682662326
276,0.9875979264901936
277,1.0017507675628832
278,1.0078103993359384
279,0.8972518840995839
280,1.0150188442116463
281,0.9766455782890988
282,0.8358738783771046
283,0.9579853316797934
284,0.9476955641689848
285,1.0759870161335243
286,0.850834176459234
287,1.0513693715825465
288,0.9964715961483199
289,1.0151515894657859
290,0.860667160929313
291,0.8317152121717813
292,1.1463866781244323
293,1.1533588402352144
294,0.8551710563103414
295,1.122715951521503
296,0.9803402379137319
297,0.9488392297448914
298,1.0575831369799327
299,1.0727828848345353
300,0.8705402271282232
301,0.997517333745596
302,0.9121629738618472
303,0.9849084451495923
304,1.018890544392812
305,0.961163492727194
306,0.9773988506433775
307,1.0315133990275467
308,1.1652766922864148
309,0.9736058839486024
310,1.0770446505933804
311,1.0162950702679596
312,0.9458971016152409
313,1.1372638036053975
314,0.91142885189189
315,0.8444553745051959
316,1.1487263493150546
317,0.998698608942132
318,0.9041194250660785
319,0.9430149584708011
320,1.0944462804801434
321,1.1313061011388794
322,0.9233657098512071
323,0.9225092526696825
324,1.0722936005041965
325,0.9948885435319532
326,1.108036572243874
327,0.9412554070992155
328,1.1619369332726197
329,1.033683417951039
330,1.0191889885154095
331,0.9508978391551841
332,0.9631871535071207
333,0.9968581073571325
334,0.8979217376948146
335,0.927226315514191
336,0.8435566735030929
337,1.128292365080579
338,0.9773326916501623
339,0.903099361297434
340,1.0425460223894885
341,0.9946342022622294
342,0.976526981187453
343,1.0631578934591868
344,0.9862120846180158
345,0.9169634314281747
346,0.8361690820852582
347,0.8115570527330573
348,0.9593970082959505
349,0.8587393733379296
350,0.9275237497330099
351,0.9661826216367745
352,0.9133753280618099
353,0.8839633209272871
354,1.1379251747929418
355,0.8773015163556321
356,1.0819303197972587
357,0.8924574049050981
358,0.8860207447948019
359,1.0461397664570593
360,0.9035627282869794
361,1.0672974796049497
362,1.0128383283862568
363,0.8160174525403803
364,0.9385473345152173
365,0.9835631061257674
366,0.9156431055059263
367,0.8965374102741034
368,1.0529053953280176
369,0.9126165355859107
370,0.9703731737638895
371,1.018412086277446
372,1.147703986734302
373,1.0282623960346962
374,0.8842869701470752
375,0.9668970796156985
376,0.9596566090003062
377,0.9757472951357601
378,0.9811973902677759
379,0.98952946647708
380,1.031299599573818
381,0.9790823841623983
382,1.049403231589926
383,0.8901695737393124
384,0.9963483788929777
