q,1,3,6,12,24,48
0.31237524950099305, 0.543, 0.211, 0.072, 0.013, 0.0, 0.0, 
0.31137724550897705, 0.507, 0.21, 0.063, 0.005, 0.0, 0.0, 
0.31037924151696106, 0.52, 0.212, 0.067, 0.008, 0.0, 0.0, 
0.30938123752494506, 0.507, 0.205, 0.059, 0.007, 0.0, 0.0, 
0.30838323353292907, 0.533, 0.217, 0.077, 0.008, 0.0, 0.0, 
0.3073852295409131, 0.496, 0.192, 0.048, 0.009, 0.0, 0.0, 
0.3063872255488971, 0.526, 0.184, 0.072, 0.008, 0.0, 0.0, 
0.3053892215568811, 0.506, 0.186, 0.059, 0.008, 0.0, 0.0, 
0.3043912175648651, 0.51, 0.183, 0.056, 0.006, 0.0, 0.0, 
0.3033932135728491, 0.505, 0.195, 0.061, 0.004, 0.0, 0.0, 
0.3023952095808331, 0.503, 0.197, 0.053, 0.004, 0.0, 0.0, 
0.3013972055888171, 0.493, 0.176, 0.052, 0.004, 0.0, 0.0, 
0.3003992015968011, 0.502, 0.157, 0.044, 0.005, 0.0, 0.0, 
0.2994011976047851, 0.471, 0.166, 0.059, 0.005, 0.001, 0.0, 
0.2984031936127691, 0.469, 0.173, 0.037, 0.005, 0.0, 0.0, 
0.29740518962075313, 0.482, 0.176, 0.041, 0.007, 0.0, 0.0, 
0.29640718562873714, 0.478, 0.183, 0.052, 0.004, 0.0, 0.0, 
0.29540918163672114, 0.481, 0.172, 0.044, 0.007, 0.0, 0.0, 
0.29441117764470515, 0.489, 0.168, 0.043, 0.004, 0.0, 0.0, 
0.29341317365268915, 0.488, 0.161, 0.05, 0.001, 0.0, 0.0, 
0.29241516966067316, 0.476, 0.157, 0.053, 0.006, 0.0, 0.0, 
0.29141716566865716, 0.467, 0.15, 0.036, 0.002, 0.0, 0.0, 
0.29041916167664117, 0.499, 0.149, 0.042, 0.002, 0.0, 0.0, 
0.2894211576846252, 0.486, 0.168, 0.033, 0.004, 0.0, 0.0, 
0.2884231536926092, 0.461, 0.162, 0.046, 0.001, 0.0, 0.0, 
0.2874251497005932, 0.456, 0.156, 0.035, 0.001, 0.0, 0.0, 
0.2864271457085772, 0.439, 0.148, 0.04, 0.002, 0.0, 0.0, 
0.2854291417165612, 0.463, 0.145, 0.031, 0.001, 0.0, 0.0, 
0.2844311377245452, 0.468, 0.151, 0.042, 0.002, 0.0, 0.0, 
0.2834331337325292, 0.473, 0.144, 0.034, 0.003, 0.0, 0.0, 
0.2824351297405132, 0.458, 0.131, 0.03, 0.002, 0.0, 0.0, 
0.2814371257484972, 0.418, 0.15, 0.025, 0.005, 0.0, 0.0, 
0.2804391217564812, 0.465, 0.138, 0.026, 0.0, 0.0, 0.0, 
0.27944111776446523, 0.449, 0.124, 0.032, 0.004, 0.0, 0.0, 
0.27844311377244924, 0.442, 0.121, 0.036, 0.004, 0.0, 0.0, 
0.27744510978043324, 0.45, 0.121, 0.03, 0.001, 0.0, 0.0, 
0.27644710578841725, 0.471, 0.144, 0.024, 0.002, 0.0, 0.0, 
0.27544910179640125, 0.422, 0.131, 0.032, 0.001, 0.0, 0.0, 
0.27445109780438526, 0.425, 0.12, 0.031, 0.0, 0.0, 0.0, 
0.27345309381236926, 0.438, 0.113, 0.026, 0.001, 0.0, 0.0, 
0.27245508982035327, 0.451, 0.131, 0.021, 0.002, 0.0, 0.0, 
0.2714570858283373, 0.412, 0.129, 0.028, 0.003, 0.0, 0.0, 
0.2704590818363213, 0.448, 0.119, 0.025, 0.001, 0.0, 0.0, 
0.2694610778443053, 0.415, 0.143, 0.033, 0.001, 0.0, 0.0, 
0.2684630738522893, 0.421, 0.11, 0.023, 0.0, 0.0, 0.0, 
0.2674650698602733, 0.452, 0.114, 0.026, 0.0, 0.0, 0.0, 
0.2664670658682573, 0.425, 0.108, 0.023, 0.001, 0.0, 0.0, 
0.2654690618762413, 0.414, 0.117, 0.027, 0.001, 0.0, 0.0, 
0.2644710578842253, 0.432, 0.105, 0.014, 0.0, 0.0, 0.0, 
0.2634730538922093, 0.401, 0.108, 0.024, 0.001, 0.0, 0.0, 
0.2624750499001933, 0.444, 0.13, 0.019, 0.0, 0.0, 0.0, 
0.26147704590817733, 0.417, 0.098, 0.014, 0.001, 0.0, 0.0, 
0.26047904191616134, 0.391, 0.105, 0.026, 0.0, 0.0, 0.0, 
0.25948103792414534, 0.404, 0.124, 0.018, 0.0, 0.0, 0.0, 
0.25848303393212935, 0.411, 0.121, 0.015, 0.0, 0.0, 0.0, 
0.25748502994011335, 0.414, 0.103, 0.017, 0.0, 0.0, 0.0, 
0.25648702594809736, 0.413, 0.119, 0.015, 0.0, 0.0, 0.0, 
0.25548902195608136, 0.398, 0.108, 0.019, 0.0, 0.0, 0.0, 
0.25449101796406537, 0.39, 0.098, 0.006, 0.0, 0.0, 0.0, 
0.2534930139720494, 0.406, 0.093, 0.011, 0.001, 0.0, 0.0, 
0.2524950099800334, 0.379, 0.083, 0.021, 0.0, 0.0, 0.0, 
0.2514970059880174, 0.39, 0.085, 0.015, 0.0, 0.0, 0.0, 
0.2504990019960014, 0.392, 0.08, 0.009, 0.0, 0.0, 0.0, 
0.24950099800398542, 0.368, 0.078, 0.01, 0.0, 0.0, 0.0, 
0.24850299401196946, 0.393, 0.077, 0.015, 0.0, 0.0, 0.0, 
0.2475049900199535, 0.357, 0.092, 0.006, 0.0, 0.0, 0.0, 
0.24650698602793752, 0.348, 0.086, 0.009, 0.0, 0.0, 0.0, 
0.24550898203592156, 0.371, 0.08, 0.018, 0.0, 0.0, 0.0, 
0.2445109780439056, 0.376, 0.089, 0.01, 0.0, 0.0, 0.0, 
0.24351297405188962, 0.372, 0.081, 0.01, 0.001, 0.0, 0.0, 
0.24251497005987366, 0.372, 0.083, 0.012, 0.0, 0.0, 0.0, 
0.2415169660678577, 0.376, 0.086, 0.012, 0.0, 0.0, 0.0, 
0.24051896207584172, 0.372, 0.082, 0.011, 0.0, 0.0, 0.0, 
0.23952095808382576, 0.38, 0.064, 0.009, 0.0, 0.0, 0.0, 
0.2385229540918098, 0.368, 0.063, 0.011, 0.0, 0.0, 0.0, 
0.23752495009979382, 0.383, 0.071, 0.014, 0.001, 0.0, 0.0, 
0.23652694610777786, 0.347, 0.081, 0.011, 0.0, 0.0, 0.0, 
0.2355289421157619, 0.359, 0.077, 0.009, 0.0, 0.0, 0.0, 
0.23453093812374592, 0.331, 0.052, 0.011, 0.0, 0.0, 0.0, 
0.23353293413172996, 0.34, 0.074, 0.005, 0.0, 0.0, 0.0, 
0.232534930139714, 0.336, 0.071, 0.01, 0.0, 0.0, 0.0, 
0.23153692614769802, 0.351, 0.06, 0.011, 0.0, 0.0, 0.0, 
0.23053892215568206, 0.344, 0.062, 0.008, 0.0, 0.0, 0.0, 
0.2295409181636661, 0.36, 0.057, 0.003, 0.0, 0.0, 0.0, 
0.22854291417165012, 0.34, 0.061, 0.005, 0.0, 0.0, 0.0, 
0.22754491017963416, 0.336, 0.076, 0.004, 0.0, 0.0, 0.0, 
0.2265469061876182, 0.34, 0.065, 0.007, 0.0, 0.0, 0.0, 
0.22554890219560222, 0.366, 0.039, 0.004, 0.0, 0.0, 0.0, 
0.22455089820358626, 0.335, 0.061, 0.003, 0.0, 0.0, 0.0, 
0.2235528942115703, 0.325, 0.052, 0.009, 0.0, 0.0, 0.0, 
0.22255489021955432, 0.299, 0.062, 0.007, 0.001, 0.0, 0.0, 
0.22155688622753836, 0.32, 0.058, 0.005, 0.0, 0.0, 0.0, 
0.2205588822355224, 0.342, 0.045, 0.003, 0.0, 0.0, 0.0, 
0.21956087824350642, 0.313, 0.058, 0.01, 0.0, 0.0, 0.0, 
0.21856287425149046, 0.346, 0.048, 0.004, 0.0, 0.0, 0.0, 
0.2175648702594745, 0.345, 0.049, 0.005, 0.0, 0.0, 0.0, 
0.21656686626745852, 0.32, 0.043, 0.006, 0.0, 0.0, 0.0, 
0.21556886227544256, 0.315, 0.054, 0.001, 0.0, 0.0, 0.0, 
0.2145708582834266, 0.3, 0.053, 0.009, 0.0, 0.0, 0.0, 
0.21357285429141062, 0.315, 0.055, 0.004, 0.0, 0.0, 0.0, 
0.21257485029939466, 0.325, 0.041, 0.005, 0.0, 0.0, 0.0, 
0.2115768463073787, 0.313, 0.032, 0.003, 0.0, 0.0, 0.0, 
0.21057884231536272, 0.307, 0.053, 0.002, 0.0, 0.0, 0.0, 
0.20958083832334676, 0.301, 0.052, 0.004, 0.0, 0.0, 0.0, 
0.2085828343313308, 0.283, 0.038, 0.002, 0.0, 0.0, 0.0, 
0.20758483033931482, 0.291, 0.043, 0.002, 0.0, 0.0, 0.0, 
0.20658682634729886, 0.292, 0.053, 0.002, 0.0, 0.0, 0.0, 
0.2055888223552829, 0.28, 0.044, 0.0, 0.0, 0.0, 0.0, 
0.20459081836326692, 0.29, 0.053, 0.002, 0.0, 0.0, 0.0, 
0.20359281437125096, 0.302, 0.032, 0.002, 0.0, 0.0, 0.0, 
0.202594810379235, 0.262, 0.034, 0.004, 0.0, 0.0, 0.0, 
0.20159680638721902, 0.266, 0.045, 0.004, 0.0, 0.0, 0.0, 
0.20059880239520306, 0.31, 0.035, 0.002, 0.0, 0.0, 0.0, 
0.1996007984031871, 0.263, 0.032, 0.002, 0.0, 0.0, 0.0, 
0.19860279441117112, 0.286, 0.041, 0.001, 0.0, 0.0, 0.0, 
0.19760479041915516, 0.296, 0.025, 0.004, 0.0, 0.0, 0.0, 
0.1966067864271392, 0.258, 0.022, 0.003, 0.0, 0.0, 0.0, 
0.19560878243512322, 0.264, 0.033, 0.005, 0.0, 0.0, 0.0, 
0.19461077844310726, 0.282, 0.034, 0.002, 0.0, 0.0, 0.0, 
0.1936127744510913, 0.275, 0.032, 0.004, 0.0, 0.0, 0.0, 
0.19261477045907532, 0.289, 0.035, 0.002, 0.0, 0.0, 0.0, 
0.19161676646705936, 0.275, 0.036, 0.002, 0.0, 0.0, 0.0, 
0.1906187624750434, 0.268, 0.028, 0.001, 0.0, 0.0, 0.0, 
0.18962075848302742, 0.255, 0.029, 0.002, 0.0, 0.0, 0.0, 
0.18862275449101146, 0.303, 0.035, 0.0, 0.0, 0.0, 0.0, 
0.1876247504989955, 0.257, 0.031, 0.002, 0.0, 0.0, 0.0, 
0.18662674650697952, 0.269, 0.028, 0.001, 0.0, 0.0, 0.0, 
0.18562874251496356, 0.277, 0.021, 0.0, 0.0, 0.0, 0.0, 
0.1846307385229476, 0.266, 0.022, 0.0, 0.0, 0.0, 0.0, 
0.18363273453093162, 0.235, 0.024, 0.0, 0.0, 0.0, 0.0, 
0.18263473053891566, 0.28, 0.022, 0.0, 0.0, 0.0, 0.0, 
0.1816367265468997, 0.254, 0.03, 0.0, 0.0, 0.0, 0.0, 
0.18063872255488372, 0.241, 0.028, 0.002, 0.0, 0.0, 0.0, 
0.17964071856286776, 0.236, 0.027, 0.001, 0.0, 0.0, 0.0, 
0.1786427145708518, 0.256, 0.022, 0.0, 0.0, 0.0, 0.0, 
0.17764471057883582, 0.238, 0.02, 0.001, 0.0, 0.0, 0.0, 
0.17664670658681986, 0.256, 0.025, 0.001, 0.0, 0.0, 0.0, 
0.1756487025948039, 0.226, 0.017, 0.001, 0.0, 0.0, 0.0, 
0.17465069860278792, 0.259, 0.022, 0.001, 0.0, 0.0, 0.0, 
0.17365269461077196, 0.24, 0.023, 0.001, 0.0, 0.0, 0.0, 
0.172654690618756, 0.25, 0.021, 0.0, 0.0, 0.0, 0.0, 
0.17165668662674002, 0.225, 0.022, 0.002, 0.0, 0.0, 0.0, 
0.17065868263472406, 0.228, 0.019, 0.0, 0.0, 0.0, 0.0, 
0.1696606786427081, 0.243, 0.019, 0.0, 0.0, 0.0, 0.0, 
0.16866267465069212, 0.22, 0.026, 0.0, 0.0, 0.0, 0.0, 
0.16766467065867616, 0.205, 0.016, 0.002, 0.0, 0.0, 0.0, 
0.1666666666666602, 0.217, 0.015, 0.0, 0.0, 0.0, 0.0, 
0.16566866267464422, 0.226, 0.021, 0.001, 0.0, 0.0, 0.0, 
0.16467065868262826, 0.243, 0.012, 0.002, 0.0, 0.0, 0.0, 
0.1636726546906123, 0.228, 0.022, 0.0, 0.0, 0.0, 0.0, 
0.16267465069859632, 0.236, 0.02, 0.0, 0.0, 0.0, 0.0, 
0.16167664670658036, 0.199, 0.017, 0.002, 0.0, 0.0, 0.0, 
0.1606786427145644, 0.218, 0.009, 0.0, 0.0, 0.0, 0.0, 
